"age1","age2","age3","age4","age5","age6","age7","age8","age9","age10"
"1957",0.046,0.109022744266528,0.213031135706834,0.284384935457149,0.386483784546176,0.50561144342774,0.591891972025995,0.65407949629139,0.439754635876724,1.10829455391534
"1958",0.049,0.105209772020551,0.195284881367811,0.271853655559513,0.34890178037113,0.480920087319158,0.545508155767326,0.653971765685975,0.707140201920607,1.05490472049845
"1959",0.053,0.11939069392199,0.193154598001828,0.264005057233229,0.351582190498435,0.482109724671788,0.604854087532226,0.636527190088812,0.766284739272246,1.02131257271473
"1960",0.047,0.113130484011652,0.204510623125469,0.288912203072438,0.379533920654013,0.483042168842482,0.604999391460465,0.687545065503324,0.728817902524754,1.10100798197819
"1961",0.046,0.0994793628353328,0.180902904831368,0.305796107192224,0.408241437538304,0.513842179882063,0.613395363021371,0.681437563886325,0.824630852273764,1.08787122106448
"1962",0.044,0.098251442523316,0.179610312513726,0.265922673149787,0.383856712299365,0.520181950529497,0.550927303864114,0.668845077673627,0.751000903688451,1.08964198074174
"1963",0.049,0.107783440350416,0.175237804294799,0.309196922860266,0.399080086418884,0.541447416402008,0.636038427658523,0.679867998795249,0.728794031692058,1.0479793007367
"1964",0.034,0.124246850594075,0.20451099722351,0.272008973029059,0.381492497832829,0.488311845186723,0.632704698035941,0.70524409016745,0.742521277790587,1.01246338442676
"1965",0.04,0.0748985050619337,0.214330518809099,0.314895151437611,0.383520936845066,0.471450175497057,0.542063344522397,0.666768084264099,0.730126137519964,0.891599249662494
"1966",0.04,0.103374963706727,0.149363677331678,0.31886307017902,0.435071321774046,0.49162915705472,0.569186114096821,0.635370545968544,0.702573199869063,0.950223650204179
"1967",0.038,0.109684982009053,0.189797259473443,0.236807884717936,0.430126443112485,0.553895487346564,0.608835040618934,0.675123612880627,0.752630251217376,0.997522116601665
"1968",0.062,0.11585601648964,0.226458185482233,0.278844193448643,0.347835896469656,0.531091407911665,0.60718982966959,0.613364641496739,0.705986818903965,0.937469418277017
"1969",0.0550061491653813,0.174456152552819,0.282870224546287,0.293982207438538,0.376169991480804,0.431575879065981,0.606339749448313,0.693110882877217,0.69628543653925,0.945344282611507
"1970",0.0511573104795296,0.129876216126558,0.263496068512306,0.343296983624069,0.384339708268394,0.429677936851452,0.486215558332295,0.65478327695251,0.724938628054565,0.868760577741907
"1971",0.0590562874644891,0.160325832984933,0.280962465300026,0.400173204457441,0.458766911341418,0.52912884339401,0.559926269698396,0.62707609909027,0.72211893453723,0.920022674682033
"1972",0.0688723571941957,0.208281969274114,0.295306632187927,0.417685664804386,0.49970484965007,0.554979705904192,0.625211959063815,0.664287706505304,0.693080362514821,0.965362904960533
"1973",0.0472851706809213,0.207399280086295,0.34981106844186,0.423437110892397,0.501593427493251,0.56474376116857,0.635712581075875,0.658829402205907,0.711367632046889,0.884395142464229
"1974",0.0594851980939331,0.120166975744273,0.3551039623864,0.418549304765217,0.489455707632758,0.572570982231498,0.631495800604699,0.718598669653623,0.733115814495111,0.959746551801776
"1975",0.0707759363780573,0.150853215315568,0.208088454840733,0.413928621537695,0.522873778933257,0.621438106905169,0.675686833730486,0.746867679422219,0.831859733979513,1.08231221226981
"1976",0.0907750846009004,0.180195411620997,0.264593759234538,0.354364360178246,0.522190620552432,0.607569876313545,0.657267761619356,0.722891999908963,0.759805633946868,1.00504588471538
"1977",0.0732727975859272,0.216045808282951,0.244517887408623,0.317390848157035,0.396372609020685,0.55208568378344,0.648045720519987,0.722165323794297,0.716155626231515,0.979675186608751
"1978",0.0718235003618872,0.186919543895562,0.307195046704632,0.353056005696512,0.417078591439686,0.469303717404642,0.587232232995457,0.662444243132806,0.748263075212602,0.915809492353784
"1979",0.0697411547067111,0.188033576574991,0.294753381857244,0.33674751925923,0.425723481386552,0.471323537526869,0.549059217570499,0.673845403381977,0.794638431247486,0.958620269719109
"1980",0.0577933089965858,0.196467300345433,0.347567036614841,0.404721328337712,0.477425084692599,0.549761617822275,0.595974020050423,0.670977553186021,0.782469291630828,1.02670814904486
"1981",0.0503598435403451,0.183022593684763,0.332426151606852,0.42191373924917,0.510331929076647,0.566344814838141,0.614578613652601,0.653244155571142,0.737697839235324,1.02481423203812
"1982",0.0578070905351359,0.151247564848588,0.310108898345956,0.423075883568807,0.515070178287006,0.609580642445401,0.66814868945419,0.716448594715938,0.742611043399385,0.989911875068969
"1983",0.0546691604423137,0.150788475515639,0.273235105984984,0.376694905224106,0.503613027375637,0.598259602953193,0.672781019642882,0.766195223256517,0.809921020692687,0.977658095374368
"1984",0.0550605919962928,0.147479439236615,0.26141180717241,0.319146506512234,0.47259557915661,0.600393016272606,0.673316574096304,0.713676193303831,0.82392686040732,1.01857128835002
"1985",0.0560555118270648,0.167321329122588,0.26278442965652,0.328625049283415,0.45136023501451,0.563799619444566,0.664374641991841,0.714349725681493,0.787842495813333,1.00080488812093
"1986",0.051250244899692,0.140162314338241,0.272771579590533,0.30955731097262,0.416246333714087,0.480560442529499,0.666696098030203,0.741761140178789,0.842506328325575,1.00068750078595
"1987",0.044,0.112277025301373,0.216260196517249,0.344809567135749,0.393200905333556,0.495832087703115,0.575739463411055,0.718933669576755,0.818675840768035,0.977816449094847
"1988",0.044,0.101697020617292,0.196281479616855,0.273222184359821,0.44180447801578,0.50228870485757,0.598740424585709,0.688354534186531,0.800618363796352,0.998984592360016
"1989",0.048090624998805,0.117268656622185,0.213112937496568,0.287374650048149,0.362951141127775,0.523568701541371,0.5942198590384,0.660244287820445,0.780467874557899,0.928990344547008
"1990",0.056246153241417,0.130486524865535,0.208319377892299,0.28643535327543,0.355638402890999,0.438739662905217,0.587803101153517,0.681339608037243,0.749276649879107,0.988549477791943
"1991",0.0592718938156173,0.148259913685444,0.207016282011498,0.266292662645879,0.34089490009103,0.4357409357192,0.508682115793266,0.646450188820609,0.719669584275701,0.886881980883207
"1992",0.0595917558455864,0.146381947277711,0.222762780054884,0.271638267580504,0.3272567836147,0.411947435156812,0.521338611486391,0.593992203294287,0.70199078571143,0.874770803135754
"1993",0.0653858051405724,0.158027746079465,0.245733795641893,0.301018734589743,0.343305151262763,0.411796241377702,0.505929026681817,0.616295783467619,0.704198510111178,0.835903347897445
"1994",0.0655332597253901,0.177892696556446,0.251584738113151,0.328337691650811,0.382912562617846,0.435767771149251,0.48882282586122,0.594961646615947,0.712785475160185,0.882795384416
